make all && bin/test_stats --gtest_filter=Stats.Opt
mkdir -p `dirname tmp/test_stats.cpp.d`
c++ -pthread -Iinclude -g -O2 -std=c++17 -fPIC -Ilib/googletest-1.8.1/googletest/include -Ilib/googletest-1.8.1/googlemock/include -MM -MT 'tmp/test_stats.cpp.o' src/test_stats.cpp > tmp/test_stats.cpp.d
mkdir -p `dirname tmp/test_stats.cpp.o`
c++ -pthread -Iinclude -g -O2 -std=c++17 -fPIC -Ilib/googletest-1.8.1/googletest/include -Ilib/googletest-1.8.1/googlemock/include -c -o tmp/test_stats.cpp.o src/test_stats.cpp
mkdir -p `dirname bin/test_stats`
c++ -pthread -Iinclude -g -O2 -std=c++17 -fPIC -Ilib/googletest-1.8.1/googletest/include -Ilib/googletest-1.8.1/googlemock/include -o bin/test_stats tmp/test_stats.cpp.o tmp/messenger.cpp.o tmp/rng.cpp.o tmp/deck.cpp.o tmp/hello.cpp.o tmp/search.cpp.o tmp/card.cpp.o  lib/libgooglemock-1.8.1.so lib/libgoogletest-1.8.1.so
Note: Google Test filter = Stats.Opt
[==========] Running 1 test from 1 test case.
[----------] Global test environment set-up.
[----------] 1 test from Stats
[ RUN      ] Stats.Opt
n,cipherZth,cipherOffset,cutZth,cutOffset,cipherMean,cipherSd,cipher2Mean,cipher2Sd,cutMean,cutSd,cut2Mean,cut2Sd,xyMean,xySd
41,4,38,0,3,151.957,0.031647,188.741,0.129344,151.956,0.0222485,188.834,0.092449,188.73,0.137097
41,4,38,0,4,151.966,0.0323511,188.652,0.125502,151.952,0.0232417,188.785,0.124408,188.732,0.136413
41,4,38,0,5,151.954,0.0309953,188.706,0.137163,151.962,0.0288553,188.788,0.118425,188.741,0.13325
41,4,38,0,35,151.953,0.0281446,188.707,0.144199,151.956,0.0298142,188.807,0.133713,188.788,0.144278
41,4,38,0,36,151.961,0.0231218,188.709,0.116732,151.953,0.0207903,188.83,0.109421,188.767,0.142948
41,4,38,0,37,151.959,0.0275231,188.785,0.101926,151.951,0.0254212,188.805,0.140917,188.689,0.0928224
41,4,38,0,38,151.96,0.0297066,188.727,0.139359,151.957,0.0257272,188.854,0.146553,241.484,0.10791
41,4,38,0,39,151.96,0.0321065,188.713,0.127201,151.952,0.0263249,188.82,0.117471,188.79,0.146901
41,4,38,1,-1,151.959,0.0272284,188.732,0.122996,151.953,0.0299458,241.509,0.0754091,188.824,0.12518
41,4,38,1,0,151.953,0.026096,188.725,0.130489,151.955,0.0265976,241.485,0.091843,188.845,0.143024
41,4,38,1,1,151.963,0.0241808,188.732,0.123306,151.957,0.0251105,188.814,0.120592,188.771,0.151392
41,4,38,1,2,151.949,0.0190975,188.664,0.107503,151.958,0.0220153,188.839,0.123569,188.755,0.11251
41,4,38,1,3,151.953,0.0322269,188.696,0.100271,151.962,0.0344948,188.855,0.118904,188.798,0.131856
41,4,38,1,4,151.956,0.0358055,188.713,0.1747,151.954,0.0336552,188.847,0.137176,188.74,0.126406
41,4,38,1,5,151.963,0.0233324,188.679,0.133218,151.942,0.0254905,188.859,0.156387,188.778,0.116691
41,4,38,1,35,151.947,0.0251823,188.746,0.113826,151.968,0.0387412,188.844,0.175517,188.764,0.123318
41,4,38,1,36,151.957,0.0312644,188.694,0.148692,151.967,0.0316836,188.87,0.132311,188.801,0.14054
41,4,38,1,37,151.948,0.0282923,188.705,0.0881782,151.952,0.023846,188.807,0.131682,188.731,0.160992
41,4,38,1,38,151.955,0.0341735,188.702,0.130894,151.956,0.027743,188.827,0.123754,241.484,0.103715
41,4,38,1,39,151.953,0.0284584,188.694,0.137844,151.953,0.027715,188.84,0.123373,188.767,0.125036
41,4,38,2,-1,151.958,0.0281024,188.715,0.119271,151.95,0.0283962,241.516,0.0913152,188.822,0.116871
41,4,38,2,0,151.955,0.0300794,188.697,0.106347,151.958,0.0361295,241.507,0.145827,243.831,0.958413
41,4,38,2,1,151.952,0.0253852,188.719,0.117719,151.948,0.0259265,188.809,0.11261,188.841,0.158477
41,4,38,2,2,151.95,0.0258018,188.707,0.0810309,151.953,0.0285916,188.848,0.148481,188.779,0.130094
41,4,38,2,3,151.96,0.0269704,188.728,0.133382,151.963,0.0282563,188.826,0.104638,188.881,0.171557
41,4,38,2,4,151.952,0.0254181,188.716,0.135448,151.959,0.0410922,188.872,0.125794,188.741,0.125551
41,4,38,2,5,151.962,0.024165,188.721,0.128921,151.945,0.0190899,188.802,0.111223,188.841,0.108518
41,4,38,2,35,151.952,0.0214171,188.739,0.100335,151.961,0.0290717,188.85,0.0976953,188.823,0.125282
41,4,38,2,36,151.951,0.022236,188.684,0.158321,151.952,0.0234889,188.84,0.103171,188.808,0.138162
41,4,38,2,37,151.952,0.0343294,188.698,0.144922,151.966,0.0256164,188.888,0.132063,188.864,0.127528
41,4,38,2,38,151.955,0.025358,188.679,0.108793,151.952,0.0301846,188.816,0.15186,241.561,0.0829403
41,4,38,2,39,151.95,0.0193346,188.706,0.117862,151.962,0.033062,188.876,0.127979,188.847,0.136983
41,4,38,3,-1,151.955,0.0290166,188.677,0.134278,151.944,0.0251443,241.466,0.121714,244.092,0.961318
41,4,38,3,0,151.959,0.0247672,188.7,0.145142,151.971,0.0342389,241.5,0.111197,241.52,0.12556
41,4,38,3,1,151.954,0.0250095,188.691,0.11757,151.954,0.0223985,188.798,0.119624,188.859,0.153216
41,4,38,3,2,151.955,0.0362955,188.747,0.166153,151.958,0.0238729,188.834,0.128839,188.784,0.108727
41,4,38,3,3,151.952,0.0326175,188.711,0.11803,151.95,0.0241189,188.862,0.147089,188.832,0.132781
41,4,38,3,4,151.955,0.0254454,188.708,0.120647,151.954,0.0325049,188.84,0.101801,188.742,0.135503
41,4,38,3,5,151.944,0.0194479,188.692,0.120803,151.953,0.0277274,188.796,0.147653,188.784,0.139125
41,4,38,3,35,151.951,0.0323802,188.71,0.127073,151.955,0.0235188,188.855,0.116191,188.795,0.103176
41,4,38,3,36,151.951,0.022503,188.713,0.0933739,151.952,0.0287746,188.842,0.113004,188.879,0.146939
41,4,38,3,37,151.958,0.0258878,188.718,0.135288,151.952,0.0330445,188.828,0.132455,188.817,0.140516
41,4,38,3,38,151.954,0.0306661,188.749,0.145101,151.945,0.0202279,188.852,0.115147,241.57,0.0794885
41,4,38,3,39,151.956,0.036127,188.712,0.138677,151.962,0.0260946,188.809,0.149536,188.851,0.127207
41,4,38,4,-1,151.955,0.0258577,188.724,0.103023,151.95,0.0256102,241.51,0.131945,241.496,0.105082
41,4,38,4,0,151.955,0.0215667,188.681,0.111433,151.949,0.0249927,241.459,0.0767392,241.571,0.0993827
41,4,38,4,1,151.948,0.0260318,188.672,0.136289,151.955,0.0297094,188.816,0.129526,241.553,0.0990221
41,4,38,4,2,151.968,0.027629,188.712,0.120141,151.952,0.0283941,188.849,0.103645,241.536,0.104212
41,4,38,4,3,151.963,0.0255175,188.713,0.0981486,151.95,0.0259124,188.817,0.105953,241.59,0.0991138
41,4,38,4,4,151.962,0.0278211,188.727,0.156488,151.958,0.0262918,188.796,0.109565,241.575,0.103363
41,4,38,4,5,151.959,0.0261222,188.717,0.153238,151.958,0.0284055,188.834,0.145946,241.566,0.105376
41,4,38,4,35,151.957,0.0283403,188.679,0.129281,151.957,0.0275374,188.843,0.138496,241.595,0.10319
41,4,38,4,36,151.948,0.0215089,188.686,0.0878432,151.95,0.0300518,188.848,0.164887,241.573,0.0834752
41,4,38,4,37,151.95,0.0209376,188.691,0.137753,151.95,0.0199836,188.846,0.144632,241.583,0.11469
41,4,38,4,38,151.955,0.0264829,188.828,0.0884675,151.955,0.0264829,188.828,0.0884675,6365.21,0.0268245
41,4,38,4,39,151.955,0.0362876,188.714,0.14,151.97,0.0298515,188.836,0.128532,241.564,0.116304
41,4,38,5,-1,151.948,0.0259667,188.734,0.129377,151.964,0.0403154,241.515,0.0907642,241.622,0.102787
41,4,38,5,0,151.955,0.0235254,188.707,0.126202,151.979,0.0267285,242.098,0.183644,188.818,0.123277
41,4,38,5,1,151.95,0.0255084,188.692,0.127144,151.948,0.0314866,188.817,0.132911,188.752,0.115768
41,4,38,5,2,151.96,0.0299196,188.678,0.139987,151.956,0.0279141,188.809,0.106608,188.825,0.132453
41,4,38,5,3,151.965,0.0310987,188.695,0.120904,151.964,0.030819,188.83,0.159429,188.815,0.163222
41,4,38,5,4,151.958,0.0269149,188.707,0.162081,151.956,0.0189766,188.826,0.147927,188.786,0.142755
41,4,38,5,5,151.95,0.0217124,188.729,0.118894,151.948,0.0290117,188.83,0.0993477,188.826,0.144157
41,4,38,5,35,151.95,0.0314253,188.701,0.130714,151.958,0.0328578,188.845,0.1334,188.861,0.142395
41,4,38,5,36,151.957,0.0270259,188.704,0.118684,151.95,0.0286661,188.817,0.134085,188.817,0.109416
41,4,38,5,37,151.948,0.023339,188.722,0.122169,151.956,0.0311504,188.813,0.120225,188.845,0.141229
41,4,38,5,38,151.958,0.0278809,188.729,0.0876359,151.957,0.0218882,188.799,0.10724,241.596,0.13194
41,4,38,5,39,151.951,0.0280605,188.688,0.150072,151.953,0.0260624,188.83,0.122793,188.826,0.119346
41,4,39,0,-1,151.947,0.0297309,188.656,0.150116,151.955,0.0298004,241.488,0.120345,188.825,0.122736
41,4,39,0,0,151.96,0.0182857,188.722,0.122324,151.955,0.0297601,241.5,0.109651,188.875,0.108485
41,4,39,0,1,151.957,0.0266542,188.734,0.104204,151.941,0.0245795,188.801,0.132127,188.721,0.114282
41,4,39,0,2,151.954,0.0229321,188.708,0.101445,151.951,0.0252931,188.891,0.186975,188.735,0.112429
41,4,39,0,3,151.96,0.0277229,188.729,0.102674,151.964,0.0313249,188.853,0.138455,188.738,0.122544
41,4,39,0,4,151.962,0.0287236,188.67,0.129027,151.951,0.0180698,188.803,0.157275,188.756,0.0989911
41,4,39,0,5,151.951,0.0301867,188.702,0.120851,151.967,0.0333266,188.872,0.127557,188.753,0.131551
41,4,39,0,35,151.954,0.03736,188.718,0.118024,151.954,0.0264838,188.843,0.146353,188.72,0.10502
41,4,39,0,36,151.961,0.0332192,188.7,0.103981,151.947,0.0229505,188.828,0.107491,188.771,0.153096
41,4,39,0,37,151.952,0.0315765,188.683,0.110737,151.952,0.028259,188.814,0.116586,188.752,0.0785394
41,4,39,0,38,151.957,0.024901,188.738,0.128429,151.967,0.0369099,188.854,0.133229,188.75,0.126254
41,4,39,0,39,151.951,0.0310666,188.706,0.119096,151.948,0.0170929,188.831,0.137076,241.505,0.105893
41,4,39,1,-1,151.959,0.0270965,188.712,0.151934,151.965,0.03471,241.481,0.0997264,188.886,0.162276
41,4,39,1,0,151.957,0.0302262,188.718,0.161135,151.955,0.0328403,241.554,0.106696,188.874,0.131672
41,4,39,1,1,151.945,0.0218689,188.687,0.117772,151.962,0.0263875,188.85,0.12103,188.758,0.101366
41,4,39,1,2,151.948,0.0289521,188.733,0.129799,151.95,0.0309373,188.836,0.136602,188.763,0.0997675
41,4,39,1,3,151.951,0.0243053,188.702,0.140102,151.96,0.0356526,188.86,0.148629,188.713,0.134735
41,4,39,1,4,151.953,0.0317222,188.672,0.154325,151.958,0.0238619,188.819,0.138873,188.799,0.133216
41,4,39,1,5,151.967,0.0223749,188.746,0.135175,151.954,0.0319141,188.844,0.13685,188.738,0.1444
41,4,39,1,35,151.962,0.0342676,188.704,0.140947,151.96,0.0266596,188.82,0.118144,188.744,0.10288
41,4,39,1,36,151.959,0.0217442,188.717,0.173709,151.96,0.0318513,188.864,0.0851929,188.772,0.157511
41,4,39,1,37,151.953,0.0252445,188.69,0.141011,151.952,0.0301065,188.818,0.130871,188.735,0.145128
41,4,39,1,38,151.963,0.0384195,188.706,0.118946,151.965,0.0269565,188.875,0.157228,188.792,0.126026
41,4,39,1,39,151.958,0.0347224,188.73,0.137296,151.965,0.0310746,188.831,0.107072,241.509,0.114748
41,4,39,2,-1,151.95,0.0206507,188.691,0.130137,151.963,0.0316144,241.487,0.0989845,188.817,0.144988
41,4,39,2,0,151.949,0.0278045,188.675,0.139849,151.958,0.0246105,241.479,0.125166,244.172,0.900717
41,4,39,2,1,151.956,0.0324526,188.7,0.127879,151.952,0.0264225,188.874,0.151917,188.764,0.115367
41,4,39,2,2,151.95,0.0192497,188.757,0.132966,151.949,0.0228147,188.766,0.126524,188.788,0.109915
41,4,39,2,3,151.944,0.0253986,188.671,0.125306,151.953,0.0325675,188.848,0.16205,188.825,0.124223
41,4,39,2,4,151.947,0.028337,188.668,0.108463,151.956,0.028615,188.837,0.128028,188.83,0.125826
41,4,39,2,5,151.955,0.0369977,188.751,0.13007,151.952,0.0283438,188.861,0.139423,188.85,0.11858
41,4,39,2,35,151.961,0.0321517,188.723,0.126533,151.963,0.0303044,188.801,0.148833,188.888,0.12652
41,4,39,2,36,151.944,0.0260316,188.666,0.0969485,151.955,0.0273076,188.86,0.12727,188.826,0.101408
41,4,39,2,37,151.971,0.0264581,188.725,0.136082,151.951,0.0252471,188.83,0.136026,188.826,0.126274
41,4,39,2,38,151.949,0.0251281,188.74,0.111055,151.962,0.0241512,188.828,0.128357,188.843,0.113864
41,4,39,2,39,151.956,0.0284167,188.726,0.104881,151.945,0.0187151,188.802,0.0896372,241.573,0.101177
41,4,39,3,-1,151.955,0.0280202,188.692,0.114577,151.951,0.0243254,241.476,0.0739998,244.433,0.752319
41,4,39,3,0,151.963,0.0283697,188.843,0.157936,151.962,0.030483,241.496,0.0998838,241.524,0.127406
41,4,39,3,1,151.943,0.033707,188.651,0.166961,151.953,0.0283244,188.85,0.141574,188.8,0.096204
41,4,39,3,2,151.948,0.0276739,188.686,0.131235,151.953,0.028822,188.839,0.14496,188.751,0.137008
41,4,39,3,3,151.953,0.0217318,188.706,0.142624,151.954,0.0317556,188.87,0.12424,188.84,0.138701
41,4,39,3,4,151.956,0.0326503,188.717,0.0855103,151.951,0.0243814,188.821,0.12632,188.83,0.13901
41,4,39,3,5,151.954,0.0228332,188.738,0.118359,151.954,0.0304318,188.834,0.141999,188.852,0.138397
41,4,39,3,35,151.951,0.0221265,188.688,0.134341,151.962,0.0293347,188.793,0.158902,188.844,0.144826
41,4,39,3,36,151.949,0.0249032,188.688,0.1317,151.952,0.0323273,188.804,0.139815,188.887,0.140803
41,4,39,3,37,151.955,0.0291055,188.758,0.110843,151.957,0.0195699,188.861,0.110468,188.862,0.138535
41,4,39,3,38,151.956,0.0280019,188.717,0.142319,151.957,0.031843,188.822,0.125595,188.832,0.132956
41,4,39,3,39,151.96,0.0306465,188.687,0.116567,151.95,0.027339,188.753,0.135032,241.604,0.100524
41,4,39,4,-1,151.954,0.0346379,188.84,0.135951,151.948,0.022734,241.428,0.087297,241.501,0.0911998
41,4,39,4,0,151.953,0.0236629,188.691,0.134269,151.961,0.0280919,241.507,0.106753,241.545,0.10808
41,4,39,4,1,151.958,0.025934,188.705,0.136838,151.957,0.0252732,188.82,0.108026,241.604,0.105436
41,4,39,4,2,151.956,0.028385,188.697,0.138185,151.948,0.0302581,188.805,0.141741,241.578,0.104308
41,4,39,4,3,151.959,0.0247618,188.686,0.0959264,151.957,0.028333,188.831,0.0789303,241.559,0.110697
41,4,39,4,4,151.952,0.0258334,188.674,0.160902,151.969,0.0271573,188.856,0.11991,241.571,0.100242
41,4,39,4,5,151.956,0.0275787,188.659,0.125412,151.948,0.0250198,188.829,0.165192,241.559,0.0794365
41,4,39,4,35,151.955,0.0268563,188.673,0.0732702,151.966,0.0271001,188.862,0.113496,241.572,0.100307
41,4,39,4,36,151.95,0.028344,188.71,0.130874,151.956,0.0262474,188.858,0.14499,241.556,0.113287
41,4,39,4,37,151.95,0.0276312,188.746,0.139694,151.95,0.0291293,188.827,0.101172,241.554,0.111062
41,4,39,4,38,151.952,0.023558,188.792,0.138772,151.958,0.0338487,188.805,0.153478,241.568,0.0981711
41,4,39,4,39,151.962,0.030282,188.852,0.144951,151.962,0.030282,188.852,0.144951,6365.22,0.0306734
41,4,39,5,-1,151.953,0.0271466,188.732,0.131321,151.957,0.0218943,241.506,0.0821931,241.577,0.110188
41,4,39,5,0,151.953,0.0221071,188.691,0.153781,151.983,0.0325177,242.159,0.154585,188.868,0.141466
41,4,39,5,1,151.956,0.0263973,188.674,0.134241,151.96,0.0286358,188.85,0.114399,188.9,0.148858
41,4,39,5,2,151.966,0.0308433,188.746,0.118959,151.957,0.0326891,188.835,0.153942,188.844,0.138136
41,4,39,5,3,151.952,0.026522,188.671,0.140821,151.956,0.0256851,188.821,0.127417,188.817,0.129454
41,4,39,5,4,151.961,0.0276667,188.685,0.143259,151.951,0.034151,188.837,0.121301,188.829,0.124468
41,4,39,5,5,151.962,0.0285859,188.719,0.110842,151.956,0.0318725,188.84,0.135112,188.859,0.134768
41,4,39,5,35,151.959,0.0316049,188.714,0.129875,151.952,0.0295326,188.848,0.139759,188.769,0.183114
41,4,39,5,36,151.953,0.0219819,188.693,0.145562,151.958,0.0214786,188.842,0.131404,188.857,0.133361
41,4,39,5,37,151.959,0.0287778,188.709,0.127743,151.963,0.0321896,188.877,0.13015,188.832,0.102957
41,4,39,5,38,151.943,0.0254475,188.661,0.134446,151.959,0.0232959,188.868,0.13421,188.864,0.111297
41,4,39,5,39,151.964,0.0193341,188.709,0.142469,151.957,0.0262052,188.849,0.138109,241.633,0.146076
41,5,-1,0,-1,151.955,0.0319931,188.806,0.139493,151.955,0.0207472,241.506,0.138245,241.489,0.0954352
41,5,-1,0,0,151.947,0.0218777,188.807,0.123438,151.949,0.0251229,241.431,0.0995762,241.545,0.129868
41,5,-1,0,1,151.963,0.0253773,188.74,0.110484,151.944,0.0303925,188.802,0.11084,188.816,0.134597
41,5,-1,0,2,151.957,0.0245442,188.735,0.142077,151.955,0.0278302,188.827,0.157662,188.831,0.131294
41,5,-1,0,3,151.961,0.0344722,188.714,0.116942,151.956,0.0289609,188.86,0.169825,188.828,0.115239
41,5,-1,0,4,151.962,0.0307726,188.708,0.129373,151.963,0.0291374,188.842,0.123536,188.811,0.125182
41,5,-1,0,5,151.96,0.0305455,188.764,0.174699,151.953,0.0228129,188.845,0.144238,188.846,0.165366
41,5,-1,0,35,151.952,0.033133,188.729,0.135894,151.954,0.0225302,188.869,0.0790493,188.818,0.126079
41,5,-1,0,36,151.949,0.0251997,188.712,0.110698,151.962,0.0307573,188.841,0.12769,188.822,0.100284
41,5,-1,0,37,151.956,0.0348585,188.696,0.141844,151.953,0.032002,188.887,0.133498,188.814,0.161066
41,5,-1,0,38,151.955,0.0258652,188.691,0.170638,151.953,0.0264473,188.852,0.114403,188.827,0.148257
41,5,-1,0,39,151.955,0.0287896,188.805,0.129096,151.95,0.027905,188.777,0.111407,188.821,0.13673
41,5,-1,1,-1,151.963,0.0280441,188.837,0.133697,151.964,0.0254032,241.515,0.120141,241.502,0.0861352
41,5,-1,1,0,151.952,0.0280199,188.866,0.1513,151.953,0.0235967,241.521,0.131098,241.49,0.112417
41,5,-1,1,1,151.954,0.0238247,188.778,0.119379,151.961,0.027829,188.793,0.0854789,188.847,0.145196
41,5,-1,1,2,151.956,0.0287963,188.729,0.14981,151.961,0.0225664,188.804,0.123065,188.816,0.11732
41,5,-1,1,3,151.966,0.0268058,188.694,0.136897,151.962,0.0274089,188.836,0.131874,188.861,0.102427
41,5,-1,1,4,151.952,0.0302205,188.732,0.126617,151.952,0.0305853,188.795,0.134772,188.855,0.144752
41,5,-1,1,5,151.959,0.0261933,188.716,0.117783,151.947,0.0294738,188.828,0.121097,188.854,0.11562
41,5,-1,1,35,151.951,0.0290447,188.665,0.0975854,151.954,0.0313643,188.838,0.133202,188.793,0.113828
41,5,-1,1,36,151.947,0.0243242,188.67,0.136119,151.956,0.0268971,188.839,0.104611,188.83,0.15872
41,5,-1,1,37,151.96,0.0278301,188.75,0.0929749,151.95,0.0333843,188.825,0.166278,188.823,0.114686
41,5,-1,1,38,151.959,0.0342934,188.714,0.11738,151.949,0.0233775,188.819,0.111968,188.846,0.159454
41,5,-1,1,39,151.958,0.0234878,188.736,0.118428,151.955,0.0227926,188.841,0.114042,188.849,0.126998
41,5,-1,2,-1,151.949,0.0287649,188.882,0.127914,151.956,0.0214756,241.491,0.0968188,241.486,0.107948
41,5,-1,2,0,151.946,0.0201351,188.796,0.100585,151.951,0.0228322,241.504,0.101883,241.487,0.0913324
41,5,-1,2,1,151.952,0.0229018,188.757,0.114568,151.967,0.0345499,188.836,0.147232,188.828,0.11998
41,5,-1,2,2,151.965,0.0221089,188.751,0.121242,151.955,0.0264281,188.856,0.133717,188.838,0.128426
41,5,-1,2,3,151.955,0.0237547,188.733,0.121098,151.965,0.0318264,188.84,0.140575,188.885,0.111823
41,5,-1,2,4,151.971,0.0389002,188.699,0.127363,151.955,0.0208041,188.833,0.152619,188.836,0.114459
41,5,-1,2,5,151.953,0.0321091,188.745,0.12936,151.955,0.0202586,188.834,0.132262,188.846,0.0900505
41,5,-1,2,35,151.956,0.0217559,188.732,0.135064,151.954,0.0255905,188.838,0.140861,188.886,0.108986
41,5,-1,2,36,151.956,0.0281865,188.767,0.139692,151.951,0.0224107,188.809,0.122425,188.83,0.138358
41,5,-1,2,37,151.955,0.0221781,188.678,0.143905,151.96,0.0277005,188.809,0.135516,188.837,0.118538
41,5,-1,2,38,151.953,0.0236086,188.688,0.133596,151.958,0.0358308,188.812,0.162727,188.839,0.109104
41,5,-1,2,39,151.954,0.0251172,188.794,0.118862,151.964,0.0220358,188.848,0.115874,188.849,0.0842889
41,5,-1,3,-1,151.954,0.0230256,188.8,0.137675,151.952,0.0220157,241.503,0.104511,241.518,0.0990839
41,5,-1,3,0,151.951,0.0248179,188.853,0.133387,151.952,0.0224293,241.487,0.0880557,241.496,0.128065
41,5,-1,3,1,151.958,0.0266227,188.723,0.124866,151.959,0.0295935,188.829,0.130614,188.808,0.128732
41,5,-1,3,2,151.965,0.0315537,188.748,0.138779,151.959,0.0271902,188.843,0.155168,188.85,0.123791
41,5,-1,3,3,151.947,0.0246308,188.661,0.0983189,151.977,0.0339244,188.867,0.141276,188.883,0.172661
41,5,-1,3,4,151.956,0.0203943,188.682,0.145772,151.954,0.0206756,188.819,0.14349,188.861,0.130146
41,5,-1,3,5,151.965,0.025517,188.73,0.133959,151.954,0.0316407,188.816,0.126065,188.924,0.132327
41,5,-1,3,35,151.957,0.0316742,188.687,0.116404,151.945,0.0190588,188.815,0.139785,188.823,0.126378
41,5,-1,3,36,151.956,0.0211247,188.682,0.121414,151.955,0.0239476,188.815,0.130563,188.825,0.149882
41,5,-1,3,37,151.954,0.026055,188.682,0.133012,151.953,0.0252723,188.842,0.134173,188.878,0.116335
41,5,-1,3,38,151.957,0.0259233,188.683,0.126005,151.961,0.0353587,188.807,0.12961,188.847,0.140687
41,5,-1,3,39,151.945,0.0244744,188.677,0.136334,151.948,0.0297319,188.837,0.157865,188.827,0.14079
41,5,-1,4,-1,151.95,0.0227121,188.806,0.145571,151.953,0.0270435,241.497,0.10307,241.494,0.115642
41,5,-1,4,0,151.951,0.0255123,241.455,0.0949195,151.951,0.0255123,241.455,0.0949195,6365.21,0.0258404
41,5,-1,4,1,151.955,0.0220039,188.783,0.104004,151.961,0.0275583,188.834,0.109375,241.586,0.129713
41,5,-1,4,2,151.956,0.0305452,188.741,0.153822,151.953,0.0296984,188.806,0.144567,241.569,0.0818512
41,5,-1,4,3,151.961,0.0305414,188.77,0.160764,151.947,0.0219735,188.836,0.121025,241.564,0.126454
41,5,-1,4,4,151.959,0.0230531,188.771,0.111375,151.955,0.0255965,188.785,0.121151,241.591,0.102285
41,5,-1,4,5,151.959,0.0308412,188.724,0.118926,151.96,0.0309465,188.776,0.131962,241.615,0.112011
41,5,-1,4,35,151.962,0.0328458,188.748,0.127119,151.945,0.023466,188.822,0.126155,241.571,0.148684
41,5,-1,4,36,151.958,0.0221155,188.755,0.131127,151.957,0.0296899,188.896,0.136422,241.569,0.112015
41,5,-1,4,37,151.948,0.0251379,188.77,0.117568,151.957,0.0257237,188.82,0.122798,241.546,0.0906926
41,5,-1,4,38,151.949,0.027747,188.73,0.115213,151.951,0.0240497,188.795,0.112291,241.53,0.100272
41,5,-1,4,39,151.951,0.028922,188.774,0.108083,151.946,0.0279426,188.795,0.156682,241.591,0.10244
41,5,-1,5,-1,151.953,0.0258001,241.482,0.115449,151.953,0.0258001,241.482,0.115449,6365.21,0.0261329
41,5,-1,5,0,151.955,0.027206,188.784,0.104378,151.982,0.0396378,242.162,0.202755,241.546,0.1097
41,5,-1,5,1,151.95,0.0253136,188.85,0.172135,151.958,0.0286787,188.853,0.118563,241.55,0.0995281
41,5,-1,5,2,151.958,0.0299664,188.828,0.137117,151.959,0.0289607,188.861,0.130476,241.525,0.121578
41,5,-1,5,3,151.951,0.0294126,188.85,0.150139,151.963,0.0331841,188.863,0.149954,241.506,0.10007
41,5,-1,5,4,151.956,0.0260922,188.859,0.130729,151.95,0.0295887,188.79,0.157835,241.478,0.127057
41,5,-1,5,5,151.964,0.032185,188.843,0.135447,151.964,0.0412341,188.829,0.120288,241.519,0.10989
41,5,-1,5,35,151.95,0.0279018,188.802,0.116114,151.963,0.0314387,188.819,0.128487,241.502,0.0871962
41,5,-1,5,36,151.95,0.0183107,188.791,0.121246,151.954,0.0258994,188.827,0.111951,241.5,0.0952353
41,5,-1,5,37,151.955,0.025898,188.858,0.108685,151.962,0.0321218,188.843,0.160296,241.498,0.0979722
41,5,-1,5,38,151.966,0.0253926,188.875,0.121471,151.953,0.0239442,188.829,0.104828,241.499,0.107926
41,5,-1,5,39,151.961,0.024207,188.892,0.142457,151.96,0.0333954,188.828,0.125633,241.518,0.0920716
41,5,0,0,-1,151.962,0.0348059,188.848,0.138328,151.961,0.0247789,241.464,0.0854062,241.51,0.101678
41,5,0,0,0,151.961,0.0226248,188.799,0.154481,151.954,0.0210136,241.503,0.122634,241.525,0.0869985
41,5,0,0,1,151.953,0.0300942,188.747,0.143545,151.952,0.0239261,188.804,0.138891,188.829,0.120842
41,5,0,0,2,151.948,0.0232902,188.673,0.112342,151.954,0.0247338,188.856,0.111857,188.8,0.166934
41,5,0,0,3,151.956,0.0299003,188.678,0.119026,151.953,0.0312584,188.849,0.130682,188.864,0.150408
41,5,0,0,4,151.947,0.0293507,188.661,0.139075,151.961,0.0300471,188.869,0.0856011,188.842,0.137686
41,5,0,0,5,151.958,0.0235526,188.716,0.156557,151.956,0.0251022,188.809,0.164322,188.838,0.158043
41,5,0,0,35,151.95,0.0245993,188.679,0.114595,151.951,0.0356136,188.813,0.11276,188.828,0.115005
41,5,0,0,36,151.957,0.0302144,188.736,0.144751,151.942,0.0261799,188.818,0.18936,188.841,0.12545
41,5,0,0,37,151.952,0.0314696,188.734,0.137622,151.953,0.0332574,188.808,0.122918,188.875,0.151251
41,5,0,0,38,151.957,0.0235821,188.739,0.0963888,151.958,0.0293333,188.873,0.130822,188.86,0.117598
41,5,0,0,39,151.96,0.024049,188.763,0.14387,151.966,0.030008,188.824,0.116616,188.815,0.10966
41,5,0,1,-1,151.956,0.0279629,188.814,0.147848,151.953,0.0209984,241.509,0.113985,241.473,0.0826679
41,5,0,1,0,151.958,0.0240016,188.851,0.136672,151.959,0.0285286,241.518,0.116239,241.512,0.0996931
41,5,0,1,1,151.945,0.0243394,188.725,0.128101,151.952,0.0316856,188.807,0.121848,188.814,0.13872
41,5,0,1,2,151.951,0.0255528,188.707,0.12663,151.962,0.0276581,188.809,0.109609,188.803,0.135676
41,5,0,1,3,151.951,0.0314829,188.656,0.151375,151.954,0.0301729,188.798,0.173711,188.857,0.127199
41,5,0,1,4,151.955,0.0309963,188.706,0.141957,151.97,0.0264433,188.889,0.128895,188.799,0.11482
41,5,0,1,5,151.961,0.0241351,188.702,0.15916,151.956,0.0224982,188.827,0.0991311,188.807,0.105295
